,date,pm25,pm10,o3,no2,so2,co,AQI_PM25,AQI_PM10,AQI_NO2,AQI_SO2,AQI_CO,AQI_O3,AQI,AQI_Category
1010,9/12/2020,57,33,6,4,2,2,94.93103448,33,5,2.5,100,6,100,Satisfactory
1011,9/13/2020,53,41,6,5,1,4,88.17241379,41,6.25,1.25,124.8101266,6,124.8101266,Moderate
1012,9/14/2020,72,36,6,4,1,2,138.5517241,36,5,1.25,100,6,138.5517241,Moderate
1013,9/15/2020,57,41,5,5,1,3,94.93103448,41,6.25,1.25,112.278481,5,112.278481,Moderate
1014,9/16/2020,57,40,7,4,1,3,94.93103448,40,5,1.25,112.278481,7,112.278481,Moderate
1015,9/17/2020,54,35,7,4,1,3,89.86206897,35,5,1.25,112.278481,7,112.278481,Moderate
1016,9/18/2020,54,35,7,4,1,2,89.86206897,35,5,1.25,100,7,100,Satisfactory
1017,9/19/2020,54,29,7,4,1,2,89.86206897,29,5,1.25,100,7,100,Satisfactory
1018,9/20/2020,49,39,5,5,1,3,81.4137931,39,6.25,1.25,112.278481,5,112.278481,Moderate
1019,9/21/2020,58,32,5,5,1,4,96.62068966,32,6.25,1.25,124.8101266,5,124.8101266,Moderate
1020,9/22/2020,53,39,7,5,1,3,88.17241379,39,6.25,1.25,112.278481,7,112.278481,Moderate
1021,9/23/2020,61,40,9,5,1,3,101,40,6.25,1.25,112.278481,9,112.278481,Moderate
1022,9/24/2020,62,47,7,5,1,4,104.4137931,47,6.25,1.25,124.8101266,7,124.8101266,Moderate
1023,9/25/2020,75,46,9,5,1,3,148.7931034,46,6.25,1.25,112.278481,9,148.7931034,Moderate
1024,9/26/2020,68,40,9,4,1,2,124.8965517,40,5,1.25,100,9,124.8965517,Moderate
1025,9/27/2020,64,46,8,5,1,3,111.2413793,46,6.25,1.25,112.278481,8,112.278481,Moderate
1026,9/28/2020,73,53,8,6,1,2,141.9655172,53,7.5,1.25,100,8,141.9655172,Moderate
1027,9/29/2020,88,44,5,5,1,3,193.1724138,44,6.25,1.25,112.278481,5,193.1724138,Moderate
1028,4/3/2020,100,51,31,3,1,2,231.7241379,51,3.75,1.25,100,31,231.7241379,Poor
1029,4/4/2020,97,45,26,3,1,2,221.4827586,45,3.75,1.25,100,26,221.4827586,Poor
1030,4/5/2020,87,31,26,4,1,2,189.7586207,31,5,1.25,100,26,189.7586207,Moderate
1031,4/6/2020,64,37,26,4,1,2,111.2413793,37,5,1.25,100,26,111.2413793,Moderate
1032,4/7/2020,77,40,36,4,1,2,155.6206897,40,5,1.25,100,36,155.6206897,Moderate
1033,4/8/2020,80,45,27,4,1,3,165.862069,45,5,1.25,112.278481,27,165.862069,Moderate
1034,4/9/2020,82,42,27,3,1,2,172.6896552,42,3.75,1.25,100,27,172.6896552,Moderate
1035,4/11/2020,84,45,31,3,1,2,179.5172414,45,3.75,1.25,100,31,179.5172414,Moderate
1036,4/12/2020,92,49,30,4,1,2,204.4137931,49,5,1.25,100,30,204.4137931,Poor
1037,4/13/2020,95,46,30,3,1,2,214.6551724,46,3.75,1.25,100,30,214.6551724,Poor
1038,4/14/2020,90,37,24,3,1,2,200,37,3.75,1.25,100,24,200,Moderate
1039,4/15/2020,76,28,30,3,1,2,152.2068966,28,3.75,1.25,100,30,152.2068966,Moderate
1040,4/16/2020,62,31,29,3,1,2,104.4137931,31,3.75,1.25,100,29,104.4137931,Moderate
1041,4/17/2020,62,24,21,3,1,1,104.4137931,24,3.75,1.25,50,21,104.4137931,Moderate
1042,4/18/2020,55,21,20,3,1,1,91.55172414,21,3.75,1.25,50,20,91.55172414,Satisfactory
1043,4/19/2020,46,30,23,4,1,1,76.34482759,30,5,1.25,50,23,76.34482759,Satisfactory
1044,4/20/2020,62,35,26,4,1,2,104.4137931,35,5,1.25,100,26,104.4137931,Moderate
1045,4/21/2020,72,34,26,4,1,2,138.5517241,34,5,1.25,100,26,138.5517241,Moderate
1046,4/22/2020,68,38,21,4,1,1,124.8965517,38,5,1.25,50,21,124.8965517,Moderate
1047,4/23/2020,74,37,21,4,1,1,145.3793103,37,5,1.25,50,21,145.3793103,Moderate
1048,4/24/2020,72,42,22,4,1,2,138.5517241,42,5,1.25,100,22,138.5517241,Moderate
1049,4/25/2020,76,52,21,4,1,1,152.2068966,52,5,1.25,50,21,152.2068966,Moderate
1050,4/26/2020,95,39,34,5,1,2,214.6551724,39,6.25,1.25,100,34,214.6551724,Poor
1051,4/27/2020,66,46,25,5,1,1,118.0689655,46,6.25,1.25,50,25,118.0689655,Moderate
1052,4/28/2020,90,39,25,5,1,2,200,39,6.25,1.25,100,25,200,Moderate
1053,4/29/2020,74,49,22,5,1,1,145.3793103,49,6.25,1.25,50,22,145.3793103,Moderate
1054,4/30/2020,86,44,21,4,1,1,186.3448276,44,5,1.25,50,21,186.3448276,Moderate
1055,5/1/2020,75,47,21,4,1,2,148.7931034,47,5,1.25,100,21,148.7931034,Moderate
1056,5/2/2020,82,43,22,3,1,2,172.6896552,43,3.75,1.25,100,22,172.6896552,Moderate
1057,5/3/2020,75,49,20,5,1,1,148.7931034,49,6.25,1.25,50,20,148.7931034,Moderate
1058,5/5/2020,99,43,26,6,1,3,228.3103448,43,7.5,1.25,112.278481,26,228.3103448,Poor
1059,5/6/2020,78,42,19,4,1,1,159.0344828,42,5,1.25,50,19,159.0344828,Moderate
1060,5/7/2020,80,33,16,4,1,1,165.862069,33,5,1.25,50,16,165.862069,Moderate
1061,5/8/2020,62,39,19,5,1,2,104.4137931,39,6.25,1.25,100,19,104.4137931,Moderate
1062,5/9/2020,71,36,20,3,1,1,135.137931,36,3.75,1.25,50,20,135.137931,Moderate
1063,5/10/2020,69,32,15,5,1,2,128.3103448,32,6.25,1.25,100,15,128.3103448,Moderate
1064,5/11/2020,58,44,19,5,1,3,96.62068966,44,6.25,1.25,112.278481,19,112.278481,Moderate
1065,5/12/2020,78,30,16,5,1,3,159.0344828,30,6.25,1.25,112.278481,16,159.0344828,Moderate
1066,5/13/2020,59,38,20,5,1,2,98.31034483,38,6.25,1.25,100,20,100,Satisfactory
1067,5/14/2020,71,42,21,5,1,3,135.137931,42,6.25,1.25,112.278481,21,135.137931,Moderate
1068,5/15/2020,71,34,22,5,1,3,135.137931,34,6.25,1.25,112.278481,22,135.137931,Moderate
1069,5/16/2020,61,39,27,3,2,1,101,39,3.75,2.5,50,27,101,Moderate
1070,5/17/2020,73,34,25,5,1,3,141.9655172,34,6.25,1.25,112.278481,25,141.9655172,Moderate
1071,5/18/2020,68,51,17,4,1,2,124.8965517,51,5,1.25,100,17,124.8965517,Moderate
1072,5/19/2020,87,48,13,5,1,2,189.7586207,48,6.25,1.25,100,13,189.7586207,Moderate
1073,5/20/2020,81,27,16,5,1,2,169.2758621,27,6.25,1.25,100,16,169.2758621,Moderate
1074,5/21/2020,53,30,15,5,1,3,88.17241379,30,6.25,1.25,112.278481,15,112.278481,Moderate
1075,5/22/2020,55,37,12,5,1,2,91.55172414,37,6.25,1.25,100,12,100,Satisfactory
1076,5/23/2020,65,38,12,3,1,2,114.6551724,38,3.75,1.25,100,12,114.6551724,Moderate
1077,5/24/2020,71,44,8,5,1,2,135.137931,44,6.25,1.25,100,8,135.137931,Moderate
1078,5/25/2020,77,38,11,6,1,4,155.6206897,38,7.5,1.25,124.8101266,11,155.6206897,Moderate
1079,5/27/2020,64,36,11,5,1,2,111.2413793,36,6.25,1.25,100,11,111.2413793,Moderate
1080,6/9/2020,87,41,8,5,1,3,189.7586207,41,6.25,1.25,112.278481,8,189.7586207,Moderate
1081,6/10/2020,75,42,7,6,1,4,148.7931034,42,7.5,1.25,124.8101266,7,148.7931034,Moderate
1082,6/11/2020,78,45,8,6,1,2,159.0344828,45,7.5,1.25,100,8,159.0344828,Moderate
1083,6/12/2020,87,43,7,5,1,1,189.7586207,43,6.25,1.25,50,7,189.7586207,Moderate
1084,6/13/2020,83,29,9,3,1,1,176.1034483,29,3.75,1.25,50,9,176.1034483,Moderate
1085,6/16/2020,87,50,7,6,1,2,189.7586207,50,7.5,1.25,100,7,189.7586207,Moderate
1086,6/17/2020,96,46,9,6,1,3,218.0689655,46,7.5,1.25,112.278481,9,218.0689655,Poor
1087,6/18/2020,82,38,10,5,1,1,172.6896552,38,6.25,1.25,50,10,172.6896552,Moderate
1088,6/19/2020,69,40,10,5,1,4,128.3103448,40,6.25,1.25,124.8101266,10,128.3103448,Moderate
1089,6/20/2020,69,29,11,4,1,1,128.3103448,29,5,1.25,50,11,128.3103448,Moderate
1090,6/21/2020,58,35,11,5,1,3,96.62068966,35,6.25,1.25,112.278481,11,112.278481,Moderate
1091,6/22/2020,60,48,10,6,1,5,100,48,7.5,1.25,137.3417722,10,137.3417722,Moderate
1092,6/23/2020,93,55,14,5,1,1,207.8275862,55,6.25,1.25,50,14,207.8275862,Poor
1093,6/24/2020,99,46,13,6,1,2,228.3103448,46,7.5,1.25,100,13,228.3103448,Poor
1094,3/28/2020,101,43,23,2,1,7,235.137931,43,2.5,1.25,162.4050633,23,235.137931,Poor
1095,3/29/2020,80,53,12,3,1,9,165.862069,53,3.75,1.25,187.4683544,12,187.4683544,Moderate
