,date,pm25,pm10,o3,no2,so2,co,AQI_PM25,AQI_PM10,AQI_NO2,AQI_SO2,AQI_CO,AQI_O3,AQI,AQI_Category
251,2/16/2025,81,56,14,2,1,6,169.2758621,56,2.5,1.25,149.8734177,14,169.2758621,Moderate
252,2/17/2025,84,59,14,2,2,5,179.5172414,59,2.5,2.5,137.3417722,14,179.5172414,Moderate
253,2/18/2025,89,57,14,2,1,5,196.5862069,57,2.5,1.25,137.3417722,14,196.5862069,Moderate
254,2/19/2025,84,55,14,2,3,7,179.5172414,55,2.5,3.75,162.4050633,14,179.5172414,Moderate
255,2/20/2025,79,54,14,2,1,6,162.4482759,54,2.5,1.25,149.8734177,14,162.4482759,Moderate
256,2/21/2025,81,53,14,2,1,6,169.2758621,53,2.5,1.25,149.8734177,14,169.2758621,Moderate
257,2/22/2025,84,53,14,2,2,7,179.5172414,53,2.5,2.5,162.4050633,14,179.5172414,Moderate
258,2/23/2025,84,57,14,2,1,6,179.5172414,57,2.5,1.25,149.8734177,14,179.5172414,Moderate
259,2/24/2025,87,60,14,2,1,5,189.7586207,60,2.5,1.25,137.3417722,14,189.7586207,Moderate
260,2/25/2025,89,59,14,2,1,7,196.5862069,59,2.5,1.25,162.4050633,14,196.5862069,Moderate
261,2/26/2025,89,57,14,2,2,6,196.5862069,57,2.5,2.5,149.8734177,14,196.5862069,Moderate
262,2/27/2025,81,54,14,2,1,7,169.2758621,54,2.5,1.25,162.4050633,14,169.2758621,Moderate
263,2/28/2025,75,55,14,2,1,9,148.7931034,55,2.5,1.25,187.4683544,14,187.4683544,Moderate
264,3/1/2025,78,56,14,2,1,8,159.0344828,56,2.5,1.25,174.9367089,14,174.9367089,Moderate
265,3/2/2025,82,55,14,2,1,8,172.6896552,55,2.5,1.25,174.9367089,14,174.9367089,Moderate
266,3/3/2025,77,53,14,2,2,7,155.6206897,53,2.5,2.5,162.4050633,14,162.4050633,Moderate
267,3/4/2025,72,55,14,2,2,9,138.5517241,55,2.5,2.5,187.4683544,14,187.4683544,Moderate
268,3/5/2025,76,55,14,1,1,9,152.2068966,55,1.25,1.25,187.4683544,14,187.4683544,Moderate
269,3/6/2025,78,56,14,2,1,8,159.0344828,56,2.5,1.25,174.9367089,14,174.9367089,Moderate
270,3/7/2025,81,57,14,2,1,9,169.2758621,57,2.5,1.25,187.4683544,14,187.4683544,Moderate
271,3/8/2025,83,57,14,2,1,9,176.1034483,57,2.5,1.25,187.4683544,14,187.4683544,Moderate
272,3/9/2025,83,57,14,2,1,7,176.1034483,57,2.5,1.25,162.4050633,14,176.1034483,Moderate
273,3/10/2025,83,54,14,2,2,6,176.1034483,54,2.5,2.5,149.8734177,14,176.1034483,Moderate
274,3/11/2025,79,52,14,1,2,6,162.4482759,52,1.25,2.5,149.8734177,14,162.4482759,Moderate
275,3/12/2025,76,55,14,2,1,3,152.2068966,55,2.5,1.25,112.278481,14,152.2068966,Moderate
276,3/13/2025,83,58,14,2,1,3,176.1034483,58,2.5,1.25,112.278481,14,176.1034483,Moderate
277,3/14/2025,85,57,14,2,2,3,182.9310345,57,2.5,2.5,112.278481,14,182.9310345,Moderate
278,3/15/2025,82,57,14,2,1,3,172.6896552,57,2.5,1.25,112.278481,14,172.6896552,Moderate
279,3/16/2025,84,56,14,2,1,3,179.5172414,56,2.5,1.25,112.278481,14,179.5172414,Moderate
280,3/17/2025,82,55,14,2,1,4,172.6896552,55,2.5,1.25,124.8101266,14,172.6896552,Moderate
281,3/18/2025,78,55,14,2,2,3,159.0344828,55,2.5,2.5,112.278481,14,159.0344828,Moderate
282,3/19/2025,78,54,14,2,2,3,159.0344828,54,2.5,2.5,112.278481,14,159.0344828,Moderate
283,3/20/2025,75,54,14,1,2,3,148.7931034,54,1.25,2.5,112.278481,14,148.7931034,Moderate
284,3/21/2025,77,57,14,2,1,4,155.6206897,57,2.5,1.25,124.8101266,14,155.6206897,Moderate
285,3/22/2025,83,57,14,2,1,3,176.1034483,57,2.5,1.25,112.278481,14,176.1034483,Moderate
286,3/23/2025,83,58,14,2,2,4,176.1034483,58,2.5,2.5,124.8101266,14,176.1034483,Moderate
287,3/24/2025,85,60,14,2,1,3,182.9310345,60,2.5,1.25,112.278481,14,182.9310345,Moderate
288,3/25/2025,89,60,14,2,1,4,196.5862069,60,2.5,1.25,124.8101266,14,196.5862069,Moderate
289,3/26/2025,90,56,14,2,1,4,200,56,2.5,1.25,124.8101266,14,200,Moderate
290,3/27/2025,83,55,14,2,2,4,176.1034483,55,2.5,2.5,124.8101266,14,176.1034483,Moderate
291,3/28/2025,80,55,14,2,2,3,165.862069,55,2.5,2.5,112.278481,14,165.862069,Moderate
292,3/29/2025,75,56,14,1,2,3,148.7931034,56,1.25,2.5,112.278481,14,148.7931034,Moderate
293,3/30/2025,72,58,14,2,4,3,138.5517241,58,2.5,5,112.278481,14,138.5517241,Moderate
294,3/31/2025,77,60,14,2,1,4,155.6206897,60,2.5,1.25,124.8101266,14,155.6206897,Moderate
295,10/1/2024,78,52,14,2,1,3,159.0344828,52,2.5,1.25,112.278481,14,159.0344828,Moderate
296,10/2/2024,78,52,14,2,1,4,159.0344828,52,2.5,1.25,124.8101266,14,159.0344828,Moderate
297,10/3/2024,82,53,14,1,2,3,172.6896552,53,1.25,2.5,112.278481,14,172.6896552,Moderate
298,10/4/2024,87,53,14,1,1,4,189.7586207,53,1.25,1.25,124.8101266,14,189.7586207,Moderate
299,10/5/2024,86,52,14,1,1,3,186.3448276,52,1.25,1.25,112.278481,14,186.3448276,Moderate
300,10/6/2024,83,51,14,1,1,3,176.1034483,51,1.25,1.25,112.278481,14,176.1034483,Moderate
301,10/7/2024,77,49,14,1,1,3,155.6206897,49,1.25,1.25,112.278481,14,155.6206897,Moderate
302,10/8/2024,75,49,14,1,1,3,148.7931034,49,1.25,1.25,112.278481,14,148.7931034,Moderate
303,10/9/2024,81,51,14,2,2,4,169.2758621,51,2.5,2.5,124.8101266,14,169.2758621,Moderate
304,10/10/2024,86,51,14,2,1,3,186.3448276,51,2.5,1.25,112.278481,14,186.3448276,Moderate
305,10/11/2024,86,51,14,2,1,3,186.3448276,51,2.5,1.25,112.278481,14,186.3448276,Moderate
306,10/12/2024,86,52,14,2,1,4,186.3448276,52,2.5,1.25,124.8101266,14,186.3448276,Moderate
307,10/13/2024,87,52,14,1,1,5,189.7586207,52,1.25,1.25,137.3417722,14,189.7586207,Moderate
308,10/14/2024,87,54,14,2,2,4,189.7586207,54,2.5,2.5,124.8101266,14,189.7586207,Moderate
309,10/15/2024,90,54,14,2,2,3,200,54,2.5,2.5,112.278481,14,200,Moderate
310,10/16/2024,88,54,14,1,2,4,193.1724138,54,1.25,2.5,124.8101266,14,193.1724138,Moderate
311,10/17/2024,86,57,14,2,2,4,186.3448276,57,2.5,2.5,124.8101266,14,186.3448276,Moderate
312,10/18/2024,87,55,14,1,2,3,189.7586207,55,1.25,2.5,112.278481,14,189.7586207,Moderate
313,10/19/2024,85,56,14,2,1,3,182.9310345,56,2.5,1.25,112.278481,14,182.9310345,Moderate
314,10/20/2024,89,56,14,2,1,5,196.5862069,56,2.5,1.25,137.3417722,14,196.5862069,Moderate
315,10/21/2024,89,56,14,2,4,4,196.5862069,56,2.5,5,124.8101266,14,196.5862069,Moderate
316,10/22/2024,89,55,14,1,1,3,196.5862069,55,1.25,1.25,112.278481,14,196.5862069,Moderate
317,10/23/2024,88,54,14,1,2,3,193.1724138,54,1.25,2.5,112.278481,14,193.1724138,Moderate
318,10/26/2024,59,41,14,2,2,4,98.31034483,41,2.5,2.5,124.8101266,14,124.8101266,Moderate
319,10/27/2024,60,43,14,2,1,4,100,43,2.5,1.25,124.8101266,14,124.8101266,Moderate
320,10/28/2024,62,48,14,1,1,4,104.4137931,48,1.25,1.25,124.8101266,14,124.8101266,Moderate
321,10/29/2024,70,53,14,1,1,4,131.7241379,53,1.25,1.25,124.8101266,14,131.7241379,Moderate
322,10/30/2024,79,57,14,1,2,4,162.4482759,57,1.25,2.5,124.8101266,14,162.4482759,Moderate
323,10/31/2024,84,56,14,1,1,4,179.5172414,56,1.25,1.25,124.8101266,14,179.5172414,Moderate
324,11/1/2024,80,55,14,2,1,4,165.862069,55,2.5,1.25,124.8101266,14,165.862069,Moderate
325,11/2/2024,76,55,14,2,2,3,152.2068966,55,2.5,2.5,112.278481,14,152.2068966,Moderate
326,11/3/2024,74,54,14,2,2,4,145.3793103,54,2.5,2.5,124.8101266,14,145.3793103,Moderate
327,11/4/2024,77,51,14,2,1,4,155.6206897,51,2.5,1.25,124.8101266,14,155.6206897,Moderate
328,11/5/2024,68,50,14,2,1,4,124.8965517,50,2.5,1.25,124.8101266,14,124.8965517,Moderate
329,11/6/2024,60,50,14,2,2,4,100,50,2.5,2.5,124.8101266,14,124.8101266,Moderate
330,11/7/2024,63,50,14,2,1,5,107.8275862,50,2.5,1.25,137.3417722,14,137.3417722,Moderate
331,11/8/2024,69,45,14,2,1,4,128.3103448,45,2.5,1.25,124.8101266,14,128.3103448,Moderate
332,11/9/2024,67,45,14,2,2,4,121.4827586,45,2.5,2.5,124.8101266,14,124.8101266,Moderate
333,11/10/2024,67,51,14,2,2,5,121.4827586,51,2.5,2.5,137.3417722,14,137.3417722,Moderate
334,11/11/2024,70,55,14,1,1,5,131.7241379,55,1.25,1.25,137.3417722,14,137.3417722,Moderate
335,11/12/2024,74,55,14,1,1,4,145.3793103,55,1.25,1.25,124.8101266,14,145.3793103,Moderate
336,11/13/2024,80,54,14,2,1,4,165.862069,54,2.5,1.25,124.8101266,14,165.862069,Moderate
337,11/14/2024,81,53,14,2,2,5,169.2758621,53,2.5,2.5,137.3417722,14,169.2758621,Moderate
338,11/15/2024,75,54,14,2,1,5,148.7931034,54,2.5,1.25,137.3417722,14,148.7931034,Moderate
339,11/16/2024,76,55,14,2,1,5,152.2068966,55,2.5,1.25,137.3417722,14,152.2068966,Moderate
340,11/17/2024,80,55,14,1,4,5,165.862069,55,1.25,5,137.3417722,14,165.862069,Moderate
341,11/18/2024,80,55,14,2,1,6,165.862069,55,2.5,1.25,149.8734177,14,165.862069,Moderate
342,11/19/2024,81,53,14,2,2,5,169.2758621,53,2.5,2.5,137.3417722,14,169.2758621,Moderate
343,11/20/2024,71,51,14,2,1,6,135.137931,51,2.5,1.25,149.8734177,14,149.8734177,Moderate
344,11/21/2024,66,52,14,2,1,4,118.0689655,52,2.5,1.25,124.8101266,14,124.8101266,Moderate
345,11/22/2024,72,54,14,2,2,5,138.5517241,54,2.5,2.5,137.3417722,14,138.5517241,Moderate
346,11/23/2024,76,55,14,2,1,5,152.2068966,55,2.5,1.25,137.3417722,14,152.2068966,Moderate
347,11/24/2024,78,55,14,1,1,5,159.0344828,55,1.25,1.25,137.3417722,14,159.0344828,Moderate
348,11/25/2024,80,54,14,2,1,5,165.862069,54,2.5,1.25,137.3417722,14,165.862069,Moderate
349,11/26/2024,77,49,14,1,1,6,155.6206897,49,1.25,1.25,149.8734177,14,155.6206897,Moderate
350,11/27/2024,70,47,14,2,1,5,131.7241379,47,2.5,1.25,137.3417722,14,137.3417722,Moderate
351,11/28/2024,70,50,14,1,2,6,131.7241379,50,1.25,2.5,149.8734177,14,149.8734177,Moderate
352,11/29/2024,80,51,14,1,1,5,165.862069,51,1.25,1.25,137.3417722,14,165.862069,Moderate
353,11/30/2024,83,53,14,2,1,4,176.1034483,53,2.5,1.25,124.8101266,14,176.1034483,Moderate
354,12/1/2024,80,53,14,2,1,4,165.862069,53,2.5,1.25,124.8101266,14,165.862069,Moderate
355,12/2/2024,80,54,14,1,1,5,165.862069,54,1.25,1.25,137.3417722,14,165.862069,Moderate
356,12/3/2024,82,53,14,1,1,4,172.6896552,53,1.25,1.25,124.8101266,14,172.6896552,Moderate
357,12/4/2024,83,55,14,1,1,5,176.1034483,55,1.25,1.25,137.3417722,14,176.1034483,Moderate
358,12/5/2024,81,55,14,1,1,4,169.2758621,55,1.25,1.25,124.8101266,14,169.2758621,Moderate
359,12/6/2024,75,54,14,2,1,4,148.7931034,54,2.5,1.25,124.8101266,14,148.7931034,Moderate
360,12/7/2024,72,54,14,2,2,3,138.5517241,54,2.5,2.5,112.278481,14,138.5517241,Moderate
361,12/9/2024,73,55,14,2,2,5,141.9655172,55,2.5,2.5,137.3417722,14,141.9655172,Moderate
362,12/11/2024,81,53,14,1,1,5,169.2758621,53,1.25,1.25,137.3417722,14,169.2758621,Moderate
363,12/13/2024,65,50,14,1,1,4,114.6551724,50,1.25,1.25,124.8101266,14,124.8101266,Moderate
364,12/14/2024,61,50,14,2,1,4,101,50,2.5,1.25,124.8101266,14,124.8101266,Moderate
365,12/15/2024,61,52,14,2,1,4,101,52,2.5,1.25,124.8101266,14,124.8101266,Moderate
366,12/16/2024,66,53,14,2,1,4,118.0689655,53,2.5,1.25,124.8101266,14,124.8101266,Moderate
367,12/17/2024,72,55,14,2,1,5,138.5517241,55,2.5,1.25,137.3417722,14,138.5517241,Moderate
368,12/18/2024,77,56,14,2,1,5,155.6206897,56,2.5,1.25,137.3417722,14,155.6206897,Moderate
369,12/19/2024,81,57,14,1,1,5,169.2758621,57,1.25,1.25,137.3417722,14,169.2758621,Moderate
370,12/21/2024,88,58,14,2,1,4,193.1724138,58,2.5,1.25,124.8101266,14,193.1724138,Moderate
371,12/22/2024,89,57,14,2,1,4,196.5862069,57,2.5,1.25,124.8101266,14,196.5862069,Moderate
372,12/23/2024,85,55,14,2,1,4,182.9310345,55,2.5,1.25,124.8101266,14,182.9310345,Moderate
373,12/24/2024,81,54,14,2,1,4,169.2758621,54,2.5,1.25,124.8101266,14,169.2758621,Moderate
374,12/26/2024,74,55,14,2,1,4,145.3793103,55,2.5,1.25,124.8101266,14,145.3793103,Moderate
375,12/27/2024,72,54,14,1,1,3,138.5517241,54,1.25,1.25,112.278481,14,138.5517241,Moderate
376,12/28/2024,76,52,14,1,1,3,152.2068966,52,1.25,1.25,112.278481,14,152.2068966,Moderate
377,7/1/2024,58,47,14,2,1,5,96.62068966,47,2.5,1.25,137.3417722,14,137.3417722,Moderate
378,7/2/2024,62,48,14,2,1,4,104.4137931,48,2.5,1.25,124.8101266,14,124.8101266,Moderate
379,7/3/2024,65,50,14,2,1,4,114.6551724,50,2.5,1.25,124.8101266,14,124.8101266,Moderate
380,7/4/2024,69,50,14,2,1,3,128.3103448,50,2.5,1.25,112.278481,14,128.3103448,Moderate
381,7/5/2024,70,47,14,2,1,6,131.7241379,47,2.5,1.25,149.8734177,14,149.8734177,Moderate
382,7/6/2024,61,48,14,2,1,4,101,48,2.5,1.25,124.8101266,14,124.8101266,Moderate
383,7/7/2024,62,49,14,2,1,4,104.4137931,49,2.5,1.25,124.8101266,14,124.8101266,Moderate
384,7/8/2024,63,51,14,2,2,5,107.8275862,51,2.5,2.5,137.3417722,14,137.3417722,Moderate
385,7/11/2024,60,50,14,2,1,4,100,50,2.5,1.25,124.8101266,14,124.8101266,Moderate
386,7/13/2024,59,45,14,2,1,4,98.31034483,45,2.5,1.25,124.8101266,14,124.8101266,Moderate
387,7/14/2024,59,46,14,2,2,3,98.31034483,46,2.5,2.5,112.278481,14,112.278481,Moderate
388,7/16/2024,57,43,14,2,1,4,94.93103448,43,2.5,1.25,124.8101266,14,124.8101266,Moderate
389,7/17/2024,57,43,14,2,1,3,94.93103448,43,2.5,1.25,112.278481,14,112.278481,Moderate
390,7/18/2024,57,46,14,2,1,4,94.93103448,46,2.5,1.25,124.8101266,14,124.8101266,Moderate
391,7/19/2024,66,44,14,1,1,4,118.0689655,44,1.25,1.25,124.8101266,14,124.8101266,Moderate
392,7/20/2024,64,45,14,2,1,4,111.2413793,45,2.5,1.25,124.8101266,14,124.8101266,Moderate
393,7/21/2024,64,44,14,2,2,4,111.2413793,44,2.5,2.5,124.8101266,14,124.8101266,Moderate
394,7/23/2024,66,50,14,1,1,4,118.0689655,50,1.25,1.25,124.8101266,14,124.8101266,Moderate
395,7/24/2024,70,51,14,2,1,3,131.7241379,51,2.5,1.25,112.278481,14,131.7241379,Moderate
396,7/25/2024,70,51,14,2,1,4,131.7241379,51,2.5,1.25,124.8101266,14,131.7241379,Moderate
397,7/26/2024,72,50,14,1,1,3,138.5517241,50,1.25,1.25,112.278481,14,138.5517241,Moderate
398,7/27/2024,69,49,14,1,1,3,128.3103448,49,1.25,1.25,112.278481,14,128.3103448,Moderate
399,7/28/2024,67,48,14,2,1,5,121.4827586,48,2.5,1.25,137.3417722,14,137.3417722,Moderate
400,7/29/2024,66,45,14,1,1,4,118.0689655,45,1.25,1.25,124.8101266,14,124.8101266,Moderate
401,8/1/2024,76,50,14,1,1,4,152.2068966,50,1.25,1.25,124.8101266,14,152.2068966,Moderate
402,8/2/2024,79,51,14,2,1,4,162.4482759,51,2.5,1.25,124.8101266,14,162.4482759,Moderate
403,8/4/2024,78,51,14,1,1,5,159.0344828,51,1.25,1.25,137.3417722,14,159.0344828,Moderate
404,8/5/2024,81,52,14,2,1,3,169.2758621,52,2.5,1.25,112.278481,14,169.2758621,Moderate
405,8/7/2024,81,53,14,1,1,4,169.2758621,53,1.25,1.25,124.8101266,14,169.2758621,Moderate
406,8/8/2024,82,53,14,1,1,4,172.6896552,53,1.25,1.25,124.8101266,14,172.6896552,Moderate
407,8/9/2024,81,51,14,1,1,4,169.2758621,51,1.25,1.25,124.8101266,14,169.2758621,Moderate
408,8/11/2024,81,53,14,1,4,4,169.2758621,53,1.25,5,124.8101266,14,169.2758621,Moderate
409,8/13/2024,83,53,14,1,1,4,176.1034483,53,1.25,1.25,124.8101266,14,176.1034483,Moderate
410,8/14/2024,79,52,14,2,1,3,162.4482759,52,2.5,1.25,112.278481,14,162.4482759,Moderate
411,8/15/2024,79,52,14,2,1,4,162.4482759,52,2.5,1.25,124.8101266,14,162.4482759,Moderate
412,8/16/2024,79,51,14,2,1,4,162.4482759,51,2.5,1.25,124.8101266,14,162.4482759,Moderate
413,8/18/2024,86,53,14,2,1,4,186.3448276,53,2.5,1.25,124.8101266,14,186.3448276,Moderate
414,8/19/2024,86,55,14,2,1,4,186.3448276,55,2.5,1.25,124.8101266,14,186.3448276,Moderate
415,8/20/2024,83,53,14,1,1,3,176.1034483,53,1.25,1.25,112.278481,14,176.1034483,Moderate
416,8/22/2024,80,53,14,2,1,4,165.862069,53,2.5,1.25,124.8101266,14,165.862069,Moderate
417,8/23/2024,81,53,14,2,1,4,169.2758621,53,2.5,1.25,124.8101266,14,169.2758621,Moderate
418,8/24/2024,80,54,14,2,1,4,165.862069,54,2.5,1.25,124.8101266,14,165.862069,Moderate
419,8/26/2024,80,53,14,2,1,5,165.862069,53,2.5,1.25,137.3417722,14,165.862069,Moderate
420,8/27/2024,80,53,14,1,1,4,165.862069,53,1.25,1.25,124.8101266,14,165.862069,Moderate
421,8/28/2024,79,53,14,2,1,4,162.4482759,53,2.5,1.25,124.8101266,14,162.4482759,Moderate
422,8/29/2024,80,54,14,2,1,4,165.862069,54,2.5,1.25,124.8101266,14,165.862069,Moderate
423,8/30/2024,81,54,14,2,1,3,169.2758621,54,2.5,1.25,112.278481,14,169.2758621,Moderate
424,8/31/2024,81,54,14,2,1,3,169.2758621,54,2.5,1.25,112.278481,14,169.2758621,Moderate
425,9/1/2024,79,51,14,1,1,4,162.4482759,51,1.25,1.25,124.8101266,14,162.4482759,Moderate
426,9/2/2024,71,48,14,1,1,3,135.137931,48,1.25,1.25,112.278481,14,135.137931,Moderate
427,9/3/2024,62,45,14,1,1,3,104.4137931,45,1.25,1.25,112.278481,14,112.278481,Moderate
428,9/4/2024,59,41,14,1,1,3,98.31034483,41,1.25,1.25,112.278481,14,112.278481,Moderate
429,9/5/2024,61,42,14,1,1,3,101,42,1.25,1.25,112.278481,14,112.278481,Moderate
430,9/6/2024,64,43,14,1,1,3,111.2413793,43,1.25,1.25,112.278481,14,112.278481,Moderate
431,9/7/2024,66,44,14,2,1,3,118.0689655,44,2.5,1.25,112.278481,14,118.0689655,Moderate
432,9/8/2024,68,41,14,1,1,4,124.8965517,41,1.25,1.25,124.8101266,14,124.8965517,Moderate
433,9/9/2024,64,38,14,1,1,4,111.2413793,38,1.25,1.25,124.8101266,14,124.8101266,Moderate
434,9/10/2024,62,40,14,1,1,4,104.4137931,40,1.25,1.25,124.8101266,14,124.8101266,Moderate
435,9/11/2024,65,42,14,2,1,4,114.6551724,42,2.5,1.25,124.8101266,14,124.8101266,Moderate
436,9/12/2024,66,42,14,1,1,4,118.0689655,42,1.25,1.25,124.8101266,14,124.8101266,Moderate
437,9/13/2024,67,43,14,1,1,3,121.4827586,43,1.25,1.25,112.278481,14,121.4827586,Moderate
438,9/14/2024,68,43,14,1,1,3,124.8965517,43,1.25,1.25,112.278481,14,124.8965517,Moderate
439,9/15/2024,67,42,14,1,1,3,121.4827586,42,1.25,1.25,112.278481,14,121.4827586,Moderate
440,9/16/2024,68,44,14,1,2,3,124.8965517,44,1.25,2.5,112.278481,14,124.8965517,Moderate
441,9/17/2024,69,48,14,1,2,4,128.3103448,48,1.25,2.5,124.8101266,14,128.3103448,Moderate
442,9/18/2024,75,49,14,1,2,4,148.7931034,49,1.25,2.5,124.8101266,14,148.7931034,Moderate
443,9/19/2024,77,51,14,1,2,3,155.6206897,51,1.25,2.5,112.278481,14,155.6206897,Moderate
444,9/20/2024,79,52,14,1,2,3,162.4482759,52,1.25,2.5,112.278481,14,162.4482759,Moderate
445,9/21/2024,84,53,14,2,1,4,179.5172414,53,2.5,1.25,124.8101266,14,179.5172414,Moderate
446,9/22/2024,84,52,14,1,2,4,179.5172414,52,1.25,2.5,124.8101266,14,179.5172414,Moderate
447,9/23/2024,78,50,14,1,2,4,159.0344828,50,1.25,2.5,124.8101266,14,159.0344828,Moderate
448,9/24/2024,71,51,14,1,2,4,135.137931,51,1.25,2.5,124.8101266,14,135.137931,Moderate
449,9/25/2024,77,53,14,1,2,3,155.6206897,53,1.25,2.5,112.278481,14,155.6206897,Moderate
450,9/26/2024,80,53,14,1,1,3,165.862069,53,1.25,1.25,112.278481,14,165.862069,Moderate
451,9/27/2024,79,53,14,2,1,4,162.4482759,53,2.5,1.25,124.8101266,14,162.4482759,Moderate
452,9/28/2024,77,51,14,2,1,3,155.6206897,51,2.5,1.25,112.278481,14,155.6206897,Moderate
453,9/29/2024,74,50,14,1,14,3,145.3793103,50,1.25,17.5,112.278481,14,145.3793103,Moderate
454,9/30/2024,75,51,14,2,1,4,148.7931034,51,2.5,1.25,124.8101266,14,148.7931034,Moderate
455,4/3/2024,138,72,12,3,3,3,314.0465116,72,3.75,3.75,112.278481,12,314.0465116,Very Poor
456,4/4/2024,135,70,11,3,4,4,311.744186,70,3.75,5,124.8101266,11,311.744186,Very Poor
457,4/7/2024,131,72,12,3,3,3,308.6744186,72,3.75,3.75,112.278481,12,308.6744186,Very Poor
458,4/8/2024,135,69,11,2,3,3,311.744186,69,2.5,3.75,112.278481,11,311.744186,Very Poor
459,4/9/2024,133,66,12,3,3,4,310.2093023,66,3.75,3.75,124.8101266,12,310.2093023,Very Poor
460,4/10/2024,137,66,12,3,2,3,313.2790698,66,3.75,2.5,112.278481,12,313.2790698,Very Poor
461,4/13/2024,133,66,12,3,1,3,310.2093023,66,3.75,1.25,112.278481,12,310.2093023,Very Poor
462,4/14/2024,135,66,11,3,1,4,311.744186,66,3.75,1.25,124.8101266,11,311.744186,Very Poor
463,4/15/2024,135,65,12,2,2,4,311.744186,65,2.5,2.5,124.8101266,12,311.744186,Very Poor
464,4/16/2024,134,66,12,3,2,3,310.9767442,66,3.75,2.5,112.278481,12,310.9767442,Very Poor
465,4/17/2024,134,66,12,3,2,3,310.9767442,66,3.75,2.5,112.278481,12,310.9767442,Very Poor
466,4/18/2024,135,66,12,3,1,3,311.744186,66,3.75,1.25,112.278481,12,311.744186,Very Poor
467,4/19/2024,134,65,11,3,3,4,310.9767442,65,3.75,3.75,124.8101266,11,310.9767442,Very Poor
468,4/20/2024,133,65,12,2,2,3,310.2093023,65,2.5,2.5,112.278481,12,310.2093023,Very Poor
469,4/21/2024,133,65,12,3,3,4,310.2093023,65,3.75,3.75,124.8101266,12,310.2093023,Very Poor
470,4/22/2024,134,65,12,3,2,3,310.9767442,65,3.75,2.5,112.278481,12,310.9767442,Very Poor
471,4/23/2024,134,65,11,3,2,3,310.9767442,65,3.75,2.5,112.278481,11,310.9767442,Very Poor
472,4/24/2024,133,66,11,3,1,3,310.2093023,66,3.75,1.25,112.278481,11,310.2093023,Very Poor
473,4/27/2024,135,66,11,3,1,3,311.744186,66,3.75,1.25,112.278481,11,311.744186,Very Poor
474,4/28/2024,134,65,12,3,1,3,310.9767442,65,3.75,1.25,112.278481,12,310.9767442,Very Poor
475,4/29/2024,134,65,12,3,3,4,310.9767442,65,3.75,3.75,124.8101266,12,310.9767442,Very Poor
476,4/30/2024,133,66,12,3,1,4,310.2093023,66,3.75,1.25,124.8101266,12,310.2093023,Very Poor
477,5/1/2024,135,65,11,3,1,3,311.744186,65,3.75,1.25,112.278481,11,311.744186,Very Poor
478,5/2/2024,133,65,11,3,1,4,310.2093023,65,3.75,1.25,124.8101266,11,310.2093023,Very Poor
479,5/3/2024,134,66,12,3,2,3,310.9767442,66,3.75,2.5,112.278481,12,310.9767442,Very Poor
480,5/4/2024,135,65,12,2,1,3,311.744186,65,2.5,1.25,112.278481,12,311.744186,Very Poor
481,5/5/2024,134,65,12,3,2,3,310.9767442,65,3.75,2.5,112.278481,12,310.9767442,Very Poor
482,5/13/2024,133,67,12,3,2,2,310.2093023,67,3.75,2.5,100,12,310.2093023,Very Poor
483,5/14/2024,137,63,10,3,2,2,313.2790698,63,3.75,2.5,100,10,313.2790698,Very Poor
484,5/15/2024,126,69,13,3,2,3,304.8372093,69,3.75,2.5,112.278481,13,304.8372093,Very Poor
485,5/16/2024,142,66,11,3,2,2,317.1162791,66,3.75,2.5,100,11,317.1162791,Very Poor
